Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
cbc7d2d1-6194-38a5-b7f4-d19e7668fb51,PALMERTON HOSPITAL,135 LAFAYETTE AVENUE,PALMERTON,PA,18071,40.804094,-75.617106,6108263141,141764.78999999736,1382
fcfe244e-8fd6-3bad-8d9d-c3fcdd174834,KENSINGTON HOSPITAL,136 W DIAMOND STREET,PHILADELPHIA,PA,19122,40.009376,-75.133346,2154268100,49249.93000000031,490
47b1db6e-cc1e-3ea0-9602-7be90a005cdb,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,PHILADELPHIA,PA,19118,40.009376,-75.133346,2152488200,74707.33000000031,714
897aedbb-71c0-30e0-bfde-54e3401c60c9,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,40.009376,-75.133346,2157072000,69080.57000000056,669
8074c9c5-982f-3d30-8a5f-95f6ba9fde06,UPMC MERCY,1400 LOCUST STREET,PITTSBURGH,PA,15219,40.439753,-79.97659200000002,4122328111,35931.16999999998,353
b6fe2cd6-e111-3f09-8b77-f3ab065d67eb,LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE,420 SOUTH JACKSON STREET,POTTSVILLE,PA,17901,40.679854,-76.20921,5706215102,84401.15000000015,857
9b63562b-57e1-3781-8ae7-bc65e93aafad,LEHIGH VALLEY HOSPITAL-SCHUYLKILL E. NORWEGIAN STR,700 EAST NORWEGIAN STREET,POTTSVILLE,PA,17901,40.679854,-76.20921,5706214000,58901.83000000055,572
61e5e203-25db-3afb-a0bb-269b8a08b9df,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE ST,NATRONA,PA,15065,40.151966,-79.88300799999998,4122245100,128593.36999999789,1279
f3226d7f-4940-363b-a2de-fdac43630ac3,ST LUKE'S QUAKERTOWN HOSPITAL,1021 PARK AVENUE,QUAKERTOWN,PA,18951,40.439678,-75.345766,2155384500,50240.41000000033,498
1c3e07af-7acb-3b1f-a891-10469ecba1e7,HERITAGE VALLEY BEAVER,1000 DUTCH RIDGE ROAD,BEAVER,PA,15009,40.880701,-80.381357,4127287000,57131.55000000049,568
9662453c-f6a2-3f58-89bd-b4b6994315f8,HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,SEWICKLEY,PA,15143,40.559463,-80.152783,4127417000,410479.16999998427,4019
8f95a094-a607-36d4-801b-0084ae0b46a7,SOMERSET HOSPITAL,225 SOUTH CENTER AVENUE,SOMERSET,PA,15501,40.145756,-80.05828299999997,8144435000,22654.479999999956,237
2a2bb5e2-fe65-3be3-8369-a48a32f0abb3,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,39.895971,-79.697653,7244305000,239231.64999999377,2386
268c760b-f628-31ae-a1a4-4294a711324d,WASHINGTON HOSPITAL  THE,155 WILSON AVENUE,WASHINGTON,PA,15301,40.140771,-75.192577,7242257000,59028.1800000005,589
08013525-62ea-356f-a358-22a783f1e2bd,READING HOSPITAL,SIXTH AVENUE AND SPRUCE ST,READING,PA,19603,40.333761,-75.94688599999998,6109888000,131333.08999999796,1283
ad8c194b-989b-3d99-8943-7c9ea7e207df,WILLIAMSPORT REGIONAL MEDICAL CENTER,700 HIGH STREET,WILLIAMSPORT,PA,17701,41.229388,-77.000475,5703211000,136896.6899999976,1316
64b40e30-e9a9-3c67-92fd-cf1190cd4045,YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,40.009359,-77.11575500000002,7178512345,171900.59999999602,1656
47975b9c-94c8-351e-830f-fa8e1e353a5d,GEISINGER-LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,LEWISTOWN,PA,17044,40.597229,-77.571516,7172485411,41241.81000000011,407
e8498065-fe6f-3238-964c-98d6ba9f150b,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,40.097214,-80.102,6109544000,36141.90999999998,353
8e730899-e86e-3df9-ba79-71de4658929f,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,40.439753,-79.97659200000002,4123593131,20125.67000000002,200
71bac7eb-8a31-369e-ae4a-233118a2ce87,PENN HIGHLANDS CLEARFIELD,809 TURNPIKE AVE,CLEARFIELD,PA,16830,41.021498,-78.439398,8147682497,97150.98999999929,979
c1bbaf91-8bf1-3bde-a191-548ca368a234,J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE,HUNTINGDON,PA,16652,40.503929,-77.998542,8146432290,52706.01000000045,521
41ffe2b7-cf0a-3cfc-b9e8-f38eac27538f,GRAND VIEW HOSPITAL,700 LAWN AVENUE,SELLERSVILLE,PA,18960,40.36054,-75.306872,2154534615,146970.03999999713,1467
c7ac3f2f-b3ef-3f26-a57e-61a8e63d15e0,CARLISLE REGIONAL MEDICAL CENTER,361 ALEXANDER SPRING ROAD,CARLISLE,PA,17015,40.199993,-77.204145,7172491212,190108.4099999955,1863
e96173ab-d1a6-3e5e-a224-b3335450478d,LANCASTER REGIONAL MEDICAL CENTER,250 COLLEGE AVENUE,LANCASTER,PA,17604,40.042061,-76.30099,7172918123,168908.02999999616,1651
732b19f1-44b8-306b-a3ab-876e9174e26c,NASON HOSPITAL,105 NASON DRIVE,ROARING SPRING,PA,16673,40.334785,-78.395967,8142242141,79575.3900000001,769
fe803a6f-c717-36e8-a338-9b3cdb9ee724,UPMC HAMOT,201 STATE STREET,ERIE,PA,16550,42.116594,-80.073503,8148776000,48217.31000000028,464
7c7037b9-183c-3433-a995-42364d2af32d,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,PA,17325,39.830597,-77.234147,7173342121,402977.01999998576,3982
01edd5f1-4ebe-3866-9c96-ebecd6bbdea6,GOOD SAMARITAN HOSPITAL,FOURTH AND WALNUT STREETS,LEBANON,PA,17042,40.343495,-76.44674599999998,7172707500,189433.92999999574,1889
fa6006c2-c562-3278-859b-96b266fc3ea1,PINNACLE HEALTH HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,17105,40.275891,-76.88502,7177825181,164335.04999999635,1587
b18e4de6-213f-3871-9ec5-24172725cb12,HEART OF LANCASTER MEDICAL CENTER,1500 HIGHLANDS DRIVE,LITITZ,PA,17543,40.153747,-76.304338,7176255000,88342.1199999997,875
b1fc56db-2382-3016-8c41-fed41b987595,LOWER BUCKS HOSPITAL,501 BATH ROAD,BRISTOL,PA,19007,40.123638,-74.867385,2157859200,125558.6699999985,1270
99bd477d-9f12-3791-93b9-edac03d45a16,LOCK HAVEN HOSPITAL,24 CREE DRIVE,LOCK HAVEN,PA,17745,41.136807,-77.452337,5708935024,92830.9699999995,906
c5c00046-5342-3285-86ea-c89892c98183,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,PA,18603,41.05499,-76.25101,5707595020,114178.85999999859,1112
3fc3e351-bddf-354f-8bb5-1ef2abdfa5bc,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,40.50819,-78.401306,8148892011,113399.16999999863,1090
da98fbf3-87f2-3592-94e8-5b85348a0711,BRANDYWINE HOSPITAL,201 REECEVILLE ROAD,COATESVILLE,PA,19320,39.971712,-75.811829,6103838000,101007.54999999919,1009
a2703e11-1758-3ded-a777-1fddaa71deab,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,18840,41.985801,-76.520374,5708886666,94263.98999999945,909
e9d7a929-3b7f-3065-884b-726b76258e82,JEANES HOSPITAL,7600 CENTRAL AVENUE,PHILADELPHIA,PA,19111,40.009376,-75.133346,2157282000,41073.2200000001,400
031dc37f-ebac-3924-9872-29d56127dbc2,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVE,DREXEL HILL,PA,19026,39.949501,-75.30388,2152848100,206187.81999999465,2047
22d71780-5a0c-3b0a-82f8-3b6638a2bf37,SUNBURY COMMUNITY HOSPITAL,350 NORTH 11TH STREET,SUNBURY,PA,17801,40.861406,-76.786675,5702863333,59744.79000000057,586
f61de4b2-6900-3da0-b240-5c879cbe9e9b,PENN HIGHLANDS DUBOIS,100 HOSPITAL AVENUE,DUBOIS,PA,15801,41.223175,-77.037947,8143712200,33929.13999999993,326
0bf225c2-cac0-3698-9d2d-e11904164a07,WEST PENN HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,40.439753,-79.97659200000002,4125785000,21242.590000000007,207
2839d82e-8198-322d-a952-19e9bb65f63f,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346,41.376952,-79.707348,8146767600,42569.47000000014,414
a0ea112b-d411-3b8f-b3ad-d429ea33e46b,CLARION HOSPITAL,ONE HOSPITAL DRIVE,CLARION,PA,16214,41.191569,-79.301823,8142269500,10431.63000000001,100
01246f59-4963-3c93-abf8-142e68af9e44,ST JOSEPH MEDICAL CENTER,2500 BERNVILLE ROAD,READING,PA,19605,40.33922000000001,-75.926277,6103782300,146506.43999999715,1422
682744b0-f22a-3eb6-b2c8-2c256311c662,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1648 HUNTINGDON PIKE,MEADOWBROOK,PA,19046,40.182544,-75.138657,2159473000,246081.07999999274,2388
de375701-1e22-33e8-928a-7c3723d93206,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17604,40.042061,-76.30099,7172995511,136875.62999999756,1317
1d261909-da76-346e-bf28-914d0e24a9a2,MEMORIAL HOSPITAL,325 SOUTH BELMONT STREET,YORK,PA,17403,39.964798,-76.73184,7178438623,138266.48999999755,1343
4e3d44c5-f246-30a7-851d-4bb80d2765dc,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,15215,40.439753,-79.97659200000002,4127844000,55066.36000000045,530
d252887d-d6b8-3dd7-9b4a-c08d0668076c,KANE COMMUNITY HOSPITAL,4372 ROUTE 6,KANE,PA,16735,41.66300800000001,-78.809016,8148378585,71272.19000000047,706
d5666558-ff09-3e4e-9b08-97c2f8bc6a7c,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,40.439753,-79.97659200000002,4123676700,38776.16000000005,379
cf6b585c-2368-3d66-a6e6-3663d3cfb1b3,CONEMAUGH MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,40.262608,-78.829654,8145349000,168085.9799999965,1666
27c70cad-0e56-3ec9-ba2f-0f913b90247a,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,40.009376,-75.133346,2156623227,66319.76000000068,660
4bb811d7-624f-3656-bb24-7c849213a005,WINDBER HOSPITAL,600 SOMERSET AVENUE,WINDBER,PA,15963,40.235525,-78.824683,8144673000,122355.63999999821,1188
2976e9af-732a-307c-83e9-5ea9d4e09a0c,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,16335,41.64787800000001,-80.147438,8143335000,107097.999999999,1047
efffb5a9-5826-36d6-978c-378f94e165fe,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,PITTSBURGH,PA,15213,40.439753,-79.97659200000002,4126414010,35151.42999999996,341
1d119c42-60d9-36a1-839f-f830cad78a2e,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,40.009376,-75.133346,2156124129,46468.17000000024,450
f6835c0b-561b-3c89-a0a4-f4d400a3d36c,SUBURBAN COMMUNITY HOSPITAL,2701 DEKALB PIKE,NORRISTOWN,PA,19401,40.122076,-75.33986999999998,2152782000,16437.720000000056,158
f0d1e0ac-7bf7-30a5-a7b0-26dfc5aecbe1,UPMC BEDFORD MEMORIAL,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,40.010867,-78.355903,8146236161,76098.21000000025,739
228b219b-47a7-359d-aef6-6f2626bbba45,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701,39.963663,-75.64667,8143684143,213184.5799999942,2060
319b21b3-43c0-391f-a7b8-b1a05ff010fa,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,PA,18510,41.404178,-75.665908,5703402100,163239.16999999646,1568
91f67258-1343-3fb3-9378-2250c02fd198,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,POTTSTOWN,PA,19464,40.23565900000001,-75.66272,6103277000,379900.9899999868,3665
34cdfa6c-20c1-3d70-9657-5b250b7488fb,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,PA,18431,41.57571,-75.25076899999998,5702538100,78142.34000000019,771
b66e038f-1628-3ac8-8272-d8dda1acb2d7,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,PA,19460,40.135361,-75.522062,6109831000,69501.90000000058,705
5f9bd9db-ccc3-3029-bfcd-7a6a4a333687,CONEMAUGH MINERS MEDICAL CENTER,290 HAIDA AVENUE,HASTINGS,PA,16646,40.664735,-78.709423,8142473100,46805.350000000246,459
5983439d-ccdc-365b-9292-3e6a392c565f,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULVARD,ALLENTOWN,PA,18105,40.593966,-75.47815899999998,6104022273,157443.84999999666,1540
65d8e776-921d-3eac-9b9f-ca9a0f7d283d,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,41.246561,-75.87568900000002,5708298111,84401.36999999988,820
d7572f57-d94b-32b1-bbc9-fe030acf7072,WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,17268,39.752455,-77.582189,7177654000,59913.20000000059,620
c379d77c-0781-34a7-a519-ac996bdebf69,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,40.022709000000006,-75.315651,6105263000,177864.55999999575,1714
78cd7c69-0354-344c-bd4c-9854d847ef75,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,40.009376,-75.133346,2154566090,74075.11000000034,723
df4ee970-0dad-3516-99d2-9bf1ac5fd3b5,EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,40.291869,-79.547813,4128325050,231624.32999999338,2244
11700e8c-3495-3fba-b76d-e6338e400470,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,16365,41.842916,-79.143865,8147233300,146169.17999999726,1436
6e2f47a7-86e5-30de-84d5-c2c84d9a8c40,MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,40.191166,-79.922476,7242581000,54286.510000000504,547
0a61b7ae-2827-3d5b-b86f-3ee7465593f0,WASHINGTON HEALTH SYSTEM GREENE,350 BONAR AVENUE,WAYNESBURG,PA,15370,39.898294,-80.185582,7246272602,130911.52999999814,1283
3170dff5-a3f6-3c52-9a6a-a455be37bbb4,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201,39.931433,-77.655642,7172673000,80502.57000000002,794
fb37c581-84a6-3513-9b1e-1d55e67e887a,MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,40.042016,-75.49029399999998,6106481000,126233.23999999804,1219
9a7b4265-f732-3fe2-bd35-92147b1440c3,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,DARBY,PA,19023,39.949012,-75.289115,2152374000,268693.28999999195,2631
48d82342-7df0-3db5-9968-4b284e6381b0,OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,40.469019,-80.063328,4127776161,209391.25999999436,2035
4528c10d-dd80-320b-9d54-af90d840905d,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,40.264246,-80.186777,7248735892,151269.16999999693,1484
648f23df-0ba5-3cc0-b06e-1f81e16128d3,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,PA,18042,40.678363,-75.236092,6102504076,58164.24000000053,574
0a0f2b0a-db5d-3585-aa2b-6cf5c34e8341,ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,PA,16201,40.8287,-79.518688,7245438500,44950.8400000002,436
67a257e7-2caa-3ee3-bf31-4a9c12a0ddc1,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,40.439753,-79.97659200000002,4126478788,27986.269999999942,273
ed8c7dcd-b7a3-3660-af8e-84f05dd65b07,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,40.878838,-79.847256,7242836666,61135.630000000594,604
469144cf-693a-3881-be89-6c81ecbdcf45,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,INDIANA,PA,15701,40.621954,-79.155283,7243577000,58859.680000000546,566
04c62219-faf8-3231-b399-782c9122f35c,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,40.009376,-75.133346,2159556000,62969.06000000065,611
af4f9a5a-4378-3fe9-83c5-efe8ceff5adf,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,16125,40.405711,-75.50614,7245882100,152112.1299999969,1475
82c32dc7-5c23-3479-b922-710968bcb526,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,39.95988300000001,-75.60542199999998,6104315000,259631.66999999215,2544
cbb46377-a5d9-39e7-9788-7a9fffcf7796,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,39.856204,-75.379646,6104472000,150489.42999999697,1451
0f7f96ae-e6fe-333f-8eaa-f351d7c26412,ST LUKE'S MINERS MEMORIAL HOSPITAL,360 W RUDDLE STREET,COALDALE,PA,18218,40.81974,-75.916102,5706452131,12117.550000000023,122
ea4861c0-9322-3dfa-8381-37e4773cd107,HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,15425,39.992517,-79.575415,7246281500,313749.58999999,3054
ce340ee9-dbc7-344a-bab8-f246e45037c9,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,PA,18201,40.969899,-76.013052,5705014000,158518.429999997,1579
3dd30e6c-0f21-3b87-b6b3-3c0c184bacbe,TYLER MEMORIAL HOSPITAL,5950 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,41.54108400000001,-75.949058,5708362161,37069.16,360
de8f68a2-8e0f-3f26-87de-4f6e165c0294,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,40.827662,-75.71654699999998,6073771300,3582.5799999999977,37
fc63d100-1b79-3246-bb97-d770c4bcf7e4,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,PA,19096,40.10321,-75.151772,6106452000,372946.27999998606,3677
a4263907-4542-34db-a0fd-8906b50fa605,SACRED HEART HOSPITAL,421 CHEW STREET,ALLENTOWN,PA,18102,40.593966,-75.47815899999998,6107764900,119025.92999999835,1146
2bec8d89-7598-3cdf-9d93-9951378144d3,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,42.116594,-80.073503,8148644031,141364.38999999737,1352
f21e913e-bf44-3fe8-8d85-fa67d7f6e04b,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,40.943745,-78.974766,8149381800,25562.759999999966,257
57c7636e-7ab3-3eed-b492-2f0c1c160b33,LEHIGH VALLEY HOSPITAL - POCONO,206 EAST BROWN STREET,EAST STROUDSBURG,PA,18301,41.004378,-75.175111,5704214000,116075.55999999853,1132
7f23eb12-4a01-38c7-992b-f9ebf07902b7,DOYLESTOWN HOSPITAL,595 WEST STATE ST,DOYLESTOWN,PA,18901,40.297716,-75.140447,2153452200,156853.77999999668,1521
01e2510f-374b-30e0-a7a7-169730f7e3ad,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,PA,19152,40.009376,-75.133346,2153356000,46657.82000000025,456
4597ef22-9240-31d0-aa44-32f02ea0f56f,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,PA,16146,39.90743300000001,-75.267787,7249833800,359838.34999998787,3533
1999d050-8e25-3dd2-8aa1-47bd55964b8b,EXCELA HEALTH FRICK HOSPITAL,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,40.150932,-79.543363,7245471500,70766.49000000049,690
007f5a9e-747b-3446-9545-d9864d38316d,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,15650,40.312434,-79.38259599999998,7245371000,113335.9699999986,1100
3000fa4f-4a55-3be0-b5a9-457813378b06,JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,39.820187,-75.82851600000002,6108691000,99848.6099999992,973
084b1ee7-63fb-331c-8bf9-0a4261ae592c,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,39.91999600000001,-75.38802199999998,6105669400,101365.93999999913,977
1b87b502-caf4-333d-aa92-7a6ffda83b1a,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,40.009376,-75.133346,2156628000,53127.5500000004,526
2411ade5-561c-37ce-81bb-8dfde55d9df2,WELLSPAN EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,EPHRATA,PA,17522,40.162507,-76.199616,7177330311,181531.40999999564,1770
60d7c1cc-fcbd-3be1-bf78-dd7840fa11bb,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,PA,19107,40.009376,-75.133346,2158293000,31927.109999999906,319
6255d43c-1018-3879-a8da-faa0cda4fb2d,ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,40.439753,-79.97659200000002,4129424000,12644.400000000027,130
c566042c-b640-31b2-9a0f-2e95e0a66c75,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,41.519903,-75.773313,2154812000,82567.87000000007,814
ea461809-af9e-30f5-b48d-3987aa862165,HANOVER HOSPITAL,300 HIGHLAND AVE,HANOVER,PA,17331,40.427073,-80.461541,7176373711,171162.97999999605,1673
e85acdd2-1c4c-3350-b7dd-033126c3a616,GUTHRIE TOWANDA MEMORIAL HOSPITAL,91 HOSPITAL DRIVE,TOWANDA,PA,18848,41.785088,-76.476253,5702652191,84043.04999999989,821
06b0c6dd-c589-307f-9be3-3986bb051dc6,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,PA,18501,41.404178,-75.665908,5703487100,111249.60999999876,1084
ffe8c0be-e8c8-3e54-bf58-9f370dd86589,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,PA,17033,40.278911,-76.643731,7175318521,205260.61999999481,2012
0231644b-4298-3812-b396-460a43d1094b,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,19047,40.177453,-74.923416,2157502003,80460.53000000006,785
fd3fe1ce-320f-38a8-b817-34b32bc16665,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,40.626424,-75.367898,6104022273,256639.1499999923,2477
c5de7bdd-712f-3d0f-9cfd-5f5e9185d868,JEFFERSON HOSPITAL,565 COAL VALLEY ROAD,JEFFERSON HILLS,PA,15025,40.293672,-79.93906899999998,4124695000,165030.48999999632,1604
ff4a3b5c-584e-3e9f-ae98-370e5ccac9d3,GROVE CITY MEDICAL CENTER,631 NORTH BROAD STREET EXT.,GROVE CITY,PA,16127,41.157116,-80.088596,7244507000,223405.42999999382,2159
f852c05a-c2e8-34cb-9b01-ac62b2385214,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146,40.42632800000001,-79.761358,4128582000,177021.5599999958,1724
47ec2383-25f7-3cf4-83e0-6f25223f28d2,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,PA,16803,40.790994,-77.856818,8142317000,86087.2499999998,846
1307c82b-c4c4-3e7c-b6ef-9b38f2f4205a,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,41.318792,-75.940536,5708267300,117761.50999999841,1143
decc260f-b9bb-30eb-b23b-2c3fa730f2bb,VALLEY FORGE MEDICAL CENTER AND HOSPITAL,1033 W GERMANTOWN PIKE,NORRISTOWN,PA,19401,40.122076,-75.33986999999998,2155398500,8218.859999999993,79
5b81529e-79df-3249-a04a-481229495ed7,EAGLEVILLE HOSPITAL,100 EAGLEVILLE RD,EAGLEVILLE,PA,19408,40.160393,-75.40899999999999,2155396000,71967.71000000043,699
7bc093d1-5d2c-3b02-a883-726591e1a2b0,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,40.009376,-75.133346,2157627000,85433.98999999985,829
